ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
SCNX,"Scienture Holdings, Inc. Common Stock",Scienture Holdings Inc is a comprehensive health services and pharmaceutical product company. The group focused on providing value to patients and caregivers by offering novel specialty products to satisfy unmet market needs and optimize the prescription journey and patient engagement in the U.S.,0001382574,BBG000RNLYM7,13480478.6508,8990582.0,8990000.0,2834,PHARMACEUTICAL PREPARATIONS,vhttps://www.scienture.com,CS
EGY,"Vaalco Energy, Inc.","VAALCO Energy Inc is an independent energy company operating in the United States. It is principally engaged in the acquisition, exploration, development, and production of crude oil and natural gas. The company operates through geographical segments namely Gabon, Egypt, Canada, Equatorial Guinea and Corporate and Other. The company generates maximum revenue from the Gabon segment.",0000894627,BBG000BTBH21,410269049.0096,105094792.0,105100000.0,1311,CRUDE PETROLEUM & NATURAL GAS,https://www.vaalco.com,CS
APT,"Alpha Pro Tech, Ltd.","Alpha Pro Tech Ltd is involved in the business of developing, manufacturing, and marketing of disposable protective apparel, building supply, and infection control products principally in the United States. It operates its business through segment which includes Building Supply and Disposable Protective Apparel. It mainly offers a line of construction supply weatherization products, namely house wrap and synthetic roof underlayment as well as other woven material, different styles of disposable products like shoe covers, bouffant caps, gowns, coveralls, lab coats, frocks and other miscellaneous products. It also provides face masks and eye shields. It generates most of its revenues from the sale of products across the United States.",0000884269,BBG000C1H7Y2,59173006.0,10998700.0,11000000.0,3842,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",https://www.alphaprotech.com,CS
FENG,Phoenix New Media Limited American Depositary Shares (each representing forty-eight (48) Class A Ordinary Shares),"Phoenix New Media Ltd is a media company providing premium content on an integrated platform across the internet, mobile and TV channels in China. The company organizes its operations into two main segments: Net advertising services and Paid services. It provides its content and services through three channels: ifeng.com channel, video channel, and mobile channel. The company also offers a wide range of paid services including mobile value-added services, games, and content sales. It generates the majority of its revenue from Net advertising services. Geographically, it derives revenue from China.",0001509646,BBG001NKNH59,26372933.400000002,11987697.0,259190000.0,,,https://www.ifeng.com,ADRC
EAF,GrafTech International Ltd.,"GrafTech International Ltd is a manufacturer of high-quality graphite electrode products essential to the production of EAF steel and other ferrous and non-ferrous metals. The company has only reportable segment, Industrial Materials, is comprised of its two product categories: graphite electrodes and petroleum needle coke products. Petroleum needle coke is key raw material used in the production of graphite electrodes.",0000931148,BBG00KDYT8C4,280417443.90000004,257263710.0,257260000.0,3620,ELECTRICAL INDUSTRIAL APPARATUS,https://www.graftech.com,CS
IDAI,T Stamp Inc. Class A Common Stock,"T Stamp Inc develops and markets identity authentication software solutions for enterprise partners and peer-to-peer markets. The company is engaged in developing proprietary artificial intelligence-powered solutions; researching and leveraging biometric science, cryptography, and data mining to deliver insightful identity & trust predictions while identifying and defending against fraudulent identity attacks, protecting sensitive user information, and extending the reach of digital services through accessibility.",0001718939,BBG00Z1WL5X9,5439523.04,2439248.0,2440000.0,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.truststamp.ai,CS
BTCZ,T-Rex 2X Inverse Bitcoin Daily Target ETF,,,BBG01MP1JSY1,,,680000.0,,,,ETF
UK,Ucommune International Ltd Ordinary Shares,"Ucommune International Ltd is a flexible office space provider and manager based in the People's Republic of China (PRC). The company offers long-term leasing, on-demand, and short-term leasing solutions to freelancers, start-up entrepreneurs, small and medium enterprises, and corporations. They provide fully-serviced and well-furnished office spaces on a flexible basis. The members of the Ucommune community, which includes individuals and enterprises registered on the U bazaar mobile app, can avail of these services. The company has three operating segments: Workspace membership, Marketing and branding services, and Other services. Marketing and branding services generate the majority of the company's revenue.",0001821424,,1590129.255,1439031.0,610000.0,,,https://www.ucommune.com,CS
CREV,Carbon Revolution Public Limited Ordinary Shares,"Carbon Revolution PLC is an Australian-based technology company manufacturing carbon fiber wheels. It is an OEM supplier and a world-wide manufacturer of lightweight technology carbon fibre wheels to the automotive industry. The Company supplies wheels to OEMs across the globe for luxury and high-performance vehicles and SUVs, and is developing wheels for electric vehicles under contract for its OEM customers. The company generates maximum revenue Internationally.",0001960208,,5580144.64,1885184.0,1890000.0,,,https://www.carbonrev.com,CS
UXIN,Uxin Limited ADS,"Uxin Ltd is an investment holding company. Along with its subsidiaries, the firm operates used car e-commerce platforms through its mobile applications and websites. It facilitates used car transaction services and financing solutions offered by third-party financing partners to buyers for their used car purchases. The company generates revenue through sales of the commission of salvage car sales, and interest income from the financial lease. The Group generates its revenues in China, and assets of the company are also located in China Area.",0001729173,BBG00L1HXR44,751786776.0,187946694.0,56342860000.0,,,https://www.xin.com,ADRC
PBM,Psyence Biomedical Ltd. Common Shares,Psyence Biomedical Ltd is a life science biotechnology company pioneering the use of natural psychedelics in mental health and wellbeing. It develops natural psilocybin products for the healing of psychological trauma and its mental health consequences in the context of palliative care. The company has commenced the clinical trial process to evaluate the safety and efficacy of its product candidates. It cultivates natural psilocybin mushrooms at its federally licensed facility in Southern Africa. This product is produced for export to its partners across the world to be processed into a standardized encapsulated product.,0001985062,BBG01L71H227,3555486.48,3907128.0,3910000.0,,,https://www.psyence.com,CS
FGBI,FIRST GUARANTY BANCSHARES INC,"First Guaranty Bancshares Inc provides personalized commercial banking services to its customers in Louisiana, through several banking facilities. The principal business activity of the company includes attracting deposits and investing it together with funds generated from operations and borrowings insecurities and in lending activities to serve the credit needs of its customer base. The company offers commercial real estate loans, commercial and industrial loans, construction and land development loans, agricultural and farmland loans, and to a lesser extent, consumer and multifamily loans.",0001408534,BBG000BRLPF2,92785000.14,12504717.0,12510000.0,6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",https://www.fgb.net,CS
COTY,COTY INC,"Coty is a global beauty maker that focuses on fragrance (59% of sales) and color cosmetics (28%), with limited exposure to skincare (5%) and body care (8%). For the fragrance business, Coty licenses luxury and high-end brands including Gucci, Burberry, Hugo Boss, Davidoff, and Calvin Klein, while its consumer cosmetics business focuses on acquired mass brands such as CoverGirl, Max Factor, Rimmel, Sally Hansen, and Bourjois. It also collaborates with social media celebrities Kim Kardashian and Kylie Jenner to launch makeup products bearing their names. By region, Coty generates close to 44% of sales from Europe, 42% from the Americas, and 14% from Asia-Pacific. German investment firm JAB is a controlling shareholder, with a 53% stake.",0001024305,BBG000F395V1,5297359206.375,871993285.0,871990000.0,2844,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",https://www.coty.com,CS
